category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Burgers,,Simply Chicken Burger,₹179,,"Juicy chicken patty, crisp lettuce, cheese, and house sauce in a soft bun.",Non-Veg,,,,In Stock
Burgers,,Spicy Paneer Stack Burger,₹239,,"Desi spice meets creamy paneer in this bold, juicy burger.",Veg,5.0,2,,In Stock
Wraps,,Garden Wrap,₹179,,"A satisfying veg wrap that hits every craving — cheesy, spicy, and snack-sized.",Veg,,,,In Stock
Wraps,,Paneer Wrap-n-roll,₹239,,"Creamy paneer meets spicy drip in this bold, handheld wrap.",Veg,,,,In Stock
Wraps,,Chicken Popcorn Wrap,₹239,,For the crispy chicken lover who wants it snack-sized and snacky.,Non-Veg,,,,In Stock
Iced Teas,,Peach Please Iced Tea,₹129,,Refreshing tea with a sweet peachy flavor.,Veg,,,,In Stock
Iced Teas,,Lemon Rush Iced Tea,₹129,,Relaxing combination of brewed tea with lemon juice.,Veg,,,,In Stock
Iced Teas,,Lavender Zen Iced Tea,₹129,,Aromatic blend of brewed tea infused with lavender.,Veg,5.0,2,,In Stock
Iced Teas,,Strawberry Splash Iced Tea,₹129,,Brewed tea with a burst of strawberry.,Veg,,,,In Stock
Proffee (protein Coffee),,Classic Cold Proffee,₹239,,Smooth coffee blended with clean Whole Truth protein for the perfect energy + protein boost in one cup. Serve size 240 ml.,Veg,,,,In Stock
Cold Brews (without Milk),,Classic Cold Brew (zero Sugar),₹179,,"Bold, chilled, and made to fuel your day. Served bottled or canned, subject to availability.",Veg,,,,In Stock
Cold Brews (without Milk),,Hazelnut Cold Brew,₹179,,"Earthy, nutty, and straight-up smooth. Served bottled or canned, subject to availability.",Veg,,,,In Stock
