category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Pizza,New York-style Flatbread Pizza,Margherita Pizza,₹375,,"Sliced tomato, mozzarella, basil and extra virgin olive oil allergens: gluten and dairy",Veg,,,,In Stock
Pizza,Others,Greektown Flatbread Pizza,₹450,,,Veg,,,,In Stock
Pizza,Others,Peri Peri Chicken Pizza,₹450,,"A fiery fusion of bold flavors, this plant-based peri peri pizza is topped with juicy mock chicken, layered over a zesty, spiced tomato sauce.",Veg,,,,In Stock
Super Bowl Soups,,China Town Soupy Dumplings,₹300,,Asian vegetables and spring onion allergens: gluten,Veg,4.5,5,,In Stock
Super Bowl Soups,,Miso Glazed Shitake Mushroom Soup,₹295,,,Veg,,,,In Stock
Super Bowl Soups,,Japanese Whole Wheat Ramen Soup (Vegan),₹295,,"Hearty whole wheat ramen in a soothing veg broth, brimming with carrots, bok choy, tofu, and earthy shiitake mushrooms.",Veg,,,,In Stock
Super Bowl Soups,,Thai Tom Kha Soup,₹300,,"Thai fresh herbs, asian vegetables, coconut milk and plant based chicken dumplings allergens: gluten and soy",Veg,,,,In Stock
Super Bowl Soups,,Southwest Jalapeno Corn Soup,₹300,,"Sweet corn, spicy jalapenos and potato in a creamy blend, served with texas toast.",Veg,,,,In Stock
Central Park Salads,,Founders Favorite Avocado Salad,₹425,,"Avocado, mixed greens, red onion, bell peppers, english cucumber, apples, toasted sunflower seeds and dressing topped with crispy rice noodles",Veg,,,,In Stock
Central Park Salads,, Smoky Corn Salad,₹375,,,Veg,,,,In Stock
Central Park Salads,,Greek Town Vegan Feta Salad,₹375,,,Veg,,,,In Stock
Central Park Salads,,Asian Dumpling Salad,₹450,,,Veg,,,,In Stock
Theatre District Desserts,,Orange And Ginger Tea Cake,₹295,,,Veg,,,Yes,In Stock
Theatre District Desserts,,The Red Dragon,₹375,,A strawberry panna cotta,Veg,,,,In Stock
East Harlem Mexican Delights,,Queso Quesadilla,₹425,,"Melted mexican cheese, peppers, sauted onions, corn and tomatoes. Served with pico de gallo, sour cream allergens: gluten and dairy",Veg,,,,In Stock
East Harlem Mexican Delights,,Tex Mex Fajita Wraps,₹425,,"Super delicious fajita wrap with mixed peppers, sauted onions, tomatoes and corn served with sour cream allergens: gluten and dairy",Veg,5.0,4,,In Stock
Little Italy,Pasta  Risotto,Penne Pastaa,₹395,,"Allergens: gluten, dairy and nuts",Veg,,,,In Stock
Little Italy,Pasta  Risotto,Spaghetti Pastaa,₹395,,"Allergens: gluten, dairy and nuts",Veg,,,,In Stock
Little Italy,Pasta  Risotto,Al Limone Spaghetti & Roasted Mushrooms,₹425,,,Veg,,,,In Stock
Little Italy,Pasta  Risotto,Spiced Tomato Penne Aglio Olio,₹425,,,Veg,,,,In Stock
"Big Apple Burger, Fries Or Roasted Root",,Plant Based Chicken Patty,₹420,,"Vegetables spiced tomato dip, sundried tomato, coleslaw and cheddar cheese served with peri peri fries allergens: gluten, soy and dairy",Veg,4.8,3,,In Stock
"Big Apple Burger, Fries Or Roasted Root",,Jalapeno & Avocado Burger,₹420,,,Veg,,,,In Stock
Sandwiches,,Neworleans Remoulade With Shitake Mushrooms Sandwich,₹450,,,Veg,,,,In Stock
Sandwiches,,Caramelized Onion & Miso Butter Sandwich With Garlic Parmesan Fries,₹425,,,Veg,,,,In Stock
Sandwiches,,Smoky Tofu Blt Sandwich(vegan),₹375,Small: ₹375 | Large: ₹450,,Veg,,,,In Stock
Small Plates  Bowls,Carnegie Hill Appetizers,Crispy Vegetable Rolls,₹375,,Special handmade rolls cooked golden and served with spicy sriracha dip allergens: gluten,Veg,,,,In Stock
Small Plates  Bowls,Carnegie Hill Appetizers,Crispy Mexican Empanadas,₹400,,"Mexican favorite delight with chipotle flavored corn, carrot, black beans and peppers allergens: gluten and dairy",Veg,,,,In Stock
Small Plates  Bowls,Others,Japanese Onion Rings,₹325,,,Veg,,,,In Stock
Greenwich Village Bake House,,Vegan Oatmeal And Cranberry Cookie,₹65,,,Veg,,,,In Stock
Small Plate Bowls,,Cyprus Garden Falafel Platter,₹450,,"Crispy falafel served with hummus, olives and pita bread.",Veg,,,,In Stock
Holiday Special Menu,,Brooklyn Fire Butter Pizza,₹450,,,Veg,,,,In Stock
